age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
20,Female,4.22,1.32,1.24,1.54,7.29,213,24,6.52,Low,No,Mild,0
33,Female,4.29,3.31,1.92,0.63,7.68,203,68,6.44,High,No,Mild,0
34,Male,4.91,1.36,1.05,5.5,8.11,49,126,6.89,High,No,Mild,0
26,Male,3.77,3.42,3.84,4.64,8.41,134,124,6.35,Medium,Yes,Mild,0
22,Female,3.87,2.71,1.04,2.37,7.02,42,162,5.13,Medium,Yes,Mild,0
25,Female,7.6,0.99,2.62,0.65,6.08,22,176,10.09,Low,Yes,Mild,0
25,Male,6.33,2.32,2.41,2.48,7.19,66,17,8.75,High,No,Moderate,1
18,Other,8.72,4.4,3.84,5.17,4.51,64,51,11.34,High,No,Moderate,1
31,Other,7.17,0.76,3.21,5.22,4.89,119,20,10.01,High,Yes,Mild,0
18,Male,5.02,1.39,3.96,1.38,6.1,98,72,6.02,Medium,No,Mild,0
31,Other,9.32,2.34,0.15,1.26,6.64,99,40,11.95,Low,No,Moderate,1
23,Male,5.26,3.71,1.53,1.53,8.79,78,173,7.35,Low,No,Mild,0
31,Female,9.51,4.35,0.2,5.47,6.21,33,132,11.47,High,Yes,Moderate,1
21,Other,6.18,0.67,1.84,3.95,4.77,155,34,7.71,Medium,Yes,Moderate,1
35,Other,6.26,4.13,3.09,4.04,5.41,238,54,6.91,High,Yes,Moderate,1
30,Male,9.38,4.09,2.75,3.83,5.27,153,165,10.96,High,No,Moderate,1
23,Other,9.39,2.57,2.89,1.56,4.74,101,94,11.01,Medium,Yes,Severe,1
26,Female,5.76,4.58,0.71,3.47,8.54,248,64,6.65,Medium,Yes,Moderate,1
30,Male,10.12,4.52,2.38,3.16,6.92,235,127,11.01,Medium,Yes,Moderate,1
31,Male,8.54,0.62,1.58,0.61,8.94,170,117,9.61,Medium,No,Moderate,1
23,Male,5.48,0.83,3.92,0.55,7.55,99,39,8.2,Medium,Yes,Mild,0
24,Male,11.26,3.13,3.37,1.69,6.2,25,82,12.92,Low,No,Moderate,1
35,Male,11.51,2.83,1.62,2.13,7.84,127,63,12.92,High,No,Moderate,1
20,Other,10.16,1.21,2.42,1.15,5.6,102,79,12.69,Low,No,Moderate,1
29,Male,9.77,3.91,3.27,5.48,4.79,124,50,12.08,High,Yes,Moderate,1
26,Other,3.08,4.79,3.27,3.36,8.78,182,19,5.8,Medium,No,Moderate,1
25,Female,5.38,0.94,0.56,1.83,7.91,102,180,7.77,High,No,Mild,0
21,Other,11.88,5.59,3.2,3.25,4.67,86,69,14.64,High,No,Severe,1
20,Female,4.25,3.7,1.7,4.36,8.35,152,22,5.56,Low,Yes,Mild,0
18,Female,10.07,2.13,1.5,5.1,4.6,141,74,12.97,Low,No,Moderate,1
32,Male,6.26,1.7,2.38,4.32,7.37,165,95,9.25,High,Yes,Mild,0
26,Male,9.11,4.57,3.94,1.58,7.74,243,19,10.59,High,No,Severe,1
24,Female,9.58,3.91,0.64,5.46,6.75,42,60,11.26,High,Yes,Severe,1
26,Other,9.78,3.54,3.96,5.82,8.15,222,155,12.0,Medium,Yes,Severe,1
34,Female,6.21,2.24,0.59,4.72,4.74,44,41,8.03,Low,No,Mild,0
25,Male,10.19,5.29,2.9,0.57,7.64,206,97,11.53,Medium,No,Severe,1
27,Male,4.12,4.01,2.22,1.35,6.1,151,31,5.29,Low,Yes,Moderate,1
21,Other,8.19,2.39,2.66,4.5,7.8,191,153,8.94,Medium,No,Moderate,1
26,Other,6.22,2.79,3.36,1.37,6.72,162,49,8.45,Medium,No,Moderate,1
33,Female,4.2,0.76,0.17,4.28,6.23,25,50,5.77,Medium,No,Mild,0
33,Other,6.9,1.17,0.71,1.23,8.17,122,78,8.5,Medium,No,Moderate,1
32,Female,8.61,2.13,0.93,4.24,7.18,237,113,11.56,Medium,Yes,Moderate,1
23,Other,10.28,1.62,0.72,5.9,8.19,215,158,11.77,High,Yes,Severe,1
24,Male,10.95,4.58,2.74,3.07,7.23,83,175,12.59,Low,No,Severe,1
24,Other,3.7,5.27,1.31,4.57,5.14,25,135,4.38,Low,No,Severe,1
32,Male,11.77,3.55,1.2,3.99,6.5,86,103,12.89,Low,No,Moderate,1
23,Other,11.55,5.34,1.2,2.74,5.31,229,154,12.86,Medium,No,Severe,1
22,Female,9.48,0.53,3.82,5.15,6.57,21,102,10.91,Low,Yes,Severe,1
18,Male,4.12,5.5,1.64,2.28,6.7,31,86,6.75,High,No,Moderate,1
25,Female,7.32,4.59,2.22,4.39,6.13,122,147,8.71,Medium,Yes,Severe,1
24,Other,9.82,3.9,2.32,3.75,7.29,92,135,10.52,High,No,Severe,1
21,Male,6.8,2.82,1.13,2.03,7.04,120,45,9.02,Medium,Yes,Moderate,1
18,Female,8.01,1.9,3.79,2.5,6.91,240,102,10.31,Low,Yes,Moderate,1
33,Male,3.3,5.58,1.79,2.87,5.61,203,82,5.7,Medium,Yes,Moderate,1
32,Male,8.73,2.04,1.44,3.14,7.91,59,36,11.7,High,Yes,Moderate,1
19,Female,8.48,2.13,3.16,3.39,5.04,160,29,10.33,Medium,No,Moderate,1
27,Other,3.96,5.84,2.9,0.6,8.68,128,176,6.64,Medium,No,Severe,1
34,Other,6.47,5.03,2.28,4.13,5.66,213,22,7.93,Medium,No,Moderate,1
18,Female,10.55,4.63,0.57,5.87,8.0,129,104,13.04,Low,Yes,Moderate,1
24,Other,10.29,2.08,2.1,1.79,5.28,110,41,11.65,Low,No,Moderate,1
28,Female,9.43,2.76,0.61,3.79,7.92,245,88,12.32,Low,No,Moderate,1
20,Female,10.46,0.93,2.01,1.6,7.44,108,32,11.61,Low,No,Severe,1
30,Male,6.31,2.02,2.78,4.55,8.02,102,91,8.74,High,No,Moderate,1
18,Other,6.83,3.62,0.93,4.06,5.78,150,114,9.67,Low,No,Mild,0
23,Male,3.98,3.78,1.57,1.16,8.22,71,50,6.46,Medium,Yes,Mild,0
23,Male,6.24,1.16,1.4,4.95,6.79,25,46,8.1,High,Yes,Mild,0
26,Male,8.05,3.56,1.22,5.24,7.2,128,15,9.68,Medium,Yes,Severe,1
26,Male,11.16,4.19,2.36,3.95,8.2,177,176,13.56,Medium,No,Moderate,1
28,Male,7.41,3.76,2.91,1.72,5.89,184,48,8.17,Medium,Yes,Mild,0
32,Male,11.69,1.86,1.68,0.85,8.43,69,120,12.44,Medium,No,Severe,1
32,Female,8.02,1.32,1.43,5.7,5.44,38,151,10.86,High,No,Severe,1
30,Female,8.4,2.14,2.1,2.35,5.4,92,140,9.15,Medium,Yes,Moderate,1
32,Male,3.77,5.79,2.95,5.94,6.27,86,25,5.26,Low,Yes,Moderate,1
29,Female,6.62,2.17,0.33,4.7,6.62,48,79,9.26,Low,Yes,Moderate,1
25,Male,5.98,4.86,0.34,2.93,6.78,201,81,8.71,High,No,Moderate,1
21,Other,3.53,5.39,3.49,2.93,6.94,115,144,6.4,Medium,Yes,Moderate,1
22,Female,4.06,5.23,1.73,5.09,7.14,129,29,6.9,Low,Yes,Severe,1
34,Female,6.87,2.75,1.69,0.96,6.28,104,180,7.5,High,No,Mild,0
18,Other,5.13,5.9,3.54,5.32,7.9,23,142,6.97,Medium,Yes,Moderate,1
27,Male,9.05,4.85,1.5,1.25,8.87,31,179,10.67,Medium,No,Moderate,1
35,Other,10.54,4.56,3.77,3.49,5.47,195,96,12.47,Low,Yes,Severe,1
26,Other,8.09,0.84,0.26,3.73,6.13,103,45,8.85,Low,No,Severe,1
18,Male,10.86,2.07,2.15,3.01,8.31,123,128,11.86,High,Yes,Moderate,1
21,Male,7.19,2.62,3.7,1.5,7.25,194,48,10.18,Low,No,Moderate,1
34,Male,11.24,4.12,1.6,5.29,4.52,171,66,12.49,Low,Yes,Moderate,1
29,Female,9.62,4.78,3.11,4.66,7.9,70,114,12.2,Medium,No,Moderate,1
22,Other,11.86,0.83,3.55,3.9,6.22,159,49,13.01,Low,No,Moderate,1
21,Female,11.76,1.02,2.19,5.84,5.32,154,58,13.73,Medium,No,Severe,1
19,Male,8.81,2.26,3.82,5.52,5.44,43,54,10.11,High,No,Severe,1
22,Female,11.21,2.02,2.83,4.57,5.33,35,134,13.0,High,Yes,Moderate,1
18,Other,10.55,3.71,2.77,3.78,5.71,208,28,12.91,High,Yes,Severe,1
32,Female,4.45,5.63,3.92,2.71,5.6,45,26,6.11,High,No,Moderate,1
24,Female,5.6,1.67,1.7,5.39,7.17,38,103,6.82,High,Yes,Mild,0
21,Male,7.0,2.52,1.64,4.87,7.0,29,45,8.8,Low,No,Mild,0
18,Male,3.05,1.54,0.14,2.8,8.99,64,180,5.86,High,Yes,Mild,0
25,Female,9.88,2.63,2.17,1.11,6.48,139,128,11.4,Medium,Yes,Moderate,1
34,Male,9.43,2.24,1.81,3.6,4.63,182,93,11.08,Medium,Yes,Moderate,1
25,Other,10.52,4.31,1.25,5.34,4.97,78,57,12.44,Low,Yes,Moderate,1
23,Male,10.26,3.88,1.12,3.96,6.1,149,53,11.11,Low,Yes,Severe,1
21,Female,3.39,3.47,3.27,4.35,6.94,107,27,4.86,Medium,Yes,Mild,0
21,Female,9.4,5.27,0.1,4.48,5.86,109,48,12.13,High,No,Moderate,1
35,Male,8.33,4.94,1.93,2.19,6.71,24,138,9.46,High,No,Moderate,1
27,Female,8.47,3.9,2.64,4.06,7.11,122,73,10.39,Medium,Yes,Moderate,1
30,Female,8.12,0.95,1.67,4.24,6.59,211,33,9.49,High,No,Moderate,1
25,Male,9.81,2.35,0.44,5.85,8.74,201,125,11.42,High,No,Moderate,1
26,Male,5.74,2.63,3.11,5.39,6.05,168,146,8.58,High,Yes,Mild,0
22,Female,8.76,4.66,0.84,1.59,4.54,157,105,9.48,Low,Yes,Severe,1
34,Other,11.31,4.41,1.53,2.81,8.02,155,109,12.24,Low,No,Severe,1
31,Female,3.06,4.32,2.26,4.52,5.37,244,179,3.72,Medium,No,Severe,1
30,Other,4.86,3.97,0.59,2.75,4.71,217,149,6.47,Medium,Yes,Mild,0
31,Male,10.14,1.02,2.03,6.0,8.42,49,20,10.97,Low,No,Severe,1
23,Other,11.56,3.74,0.93,2.81,7.4,24,25,13.9,Low,Yes,Moderate,1
28,Male,7.11,5.46,2.22,2.24,5.72,56,62,7.66,High,No,Severe,1
19,Other,7.09,2.11,2.09,2.64,5.31,212,119,9.82,Medium,Yes,Mild,0
30,Female,11.98,0.79,2.43,1.32,6.49,64,143,13.41,Medium,No,Severe,1
35,Male,11.38,4.6,0.0,2.48,7.88,66,149,12.92,High,Yes,Severe,1
31,Other,10.04,5.06,1.51,3.13,6.79,216,173,12.81,Medium,No,Moderate,1
23,Male,10.37,2.19,3.27,5.72,7.64,179,133,12.12,Medium,Yes,Severe,1
34,Other,7.85,3.31,2.38,2.3,7.07,121,127,10.08,High,No,Mild,0
29,Female,5.6,1.18,1.45,0.88,6.46,123,160,7.05,Low,Yes,Mild,0
31,Male,10.12,2.41,3.42,5.48,5.68,112,170,12.09,Low,Yes,Severe,1
19,Male,8.35,3.77,1.38,1.37,6.94,243,75,9.11,High,No,Moderate,1
28,Female,8.98,4.47,1.52,4.88,5.68,73,74,11.15,High,Yes,Severe,1
21,Female,8.44,3.21,0.69,5.7,6.81,188,124,10.5,High,No,Severe,1
33,Male,3.91,5.37,1.81,2.5,7.8,96,26,5.94,High,No,Severe,1
25,Female,8.89,4.79,3.66,1.77,8.67,86,163,10.3,Low,Yes,Severe,1
20,Female,7.86,2.47,0.22,4.57,6.43,69,17,10.77,High,No,Mild,0
25,Other,10.56,3.39,0.33,4.46,5.94,150,136,12.57,Low,No,Moderate,1
26,Male,7.99,3.83,2.95,3.49,5.69,71,136,8.53,High,No,Mild,0
24,Other,10.39,4.71,0.35,0.86,6.78,119,176,11.03,High,Yes,Severe,1
23,Female,11.36,4.5,1.9,2.93,6.39,233,179,12.86,Low,No,Severe,1
30,Female,4.67,5.75,0.49,3.82,8.06,233,152,6.57,Low,Yes,Moderate,1
23,Male,5.21,5.73,2.94,5.15,5.51,91,104,6.71,Medium,Yes,Severe,1
33,Male,8.33,2.11,0.59,2.43,7.19,52,18,9.25,Low,No,Moderate,1
33,Male,10.39,5.46,3.81,5.3,6.05,75,53,11.8,Low,Yes,Severe,1
21,Other,10.06,3.0,3.25,2.18,4.88,127,123,10.94,Medium,No,Severe,1
34,Female,10.38,3.94,3.59,3.14,4.86,183,180,12.31,Low,No,Moderate,1
28,Female,6.38,5.93,2.69,4.0,6.91,216,31,9.08,Medium,Yes,Severe,1
18,Female,11.26,3.99,1.34,3.0,4.55,192,19,13.91,Medium,Yes,Moderate,1
28,Female,8.27,1.0,2.55,3.4,6.39,39,73,9.07,High,Yes,Severe,1
32,Other,3.32,2.81,0.39,0.98,7.24,210,109,5.88,Medium,Yes,Mild,0
25,Other,5.92,1.25,1.44,2.97,7.26,59,22,8.5,Medium,No,Mild,0
26,Other,11.64,0.52,3.97,4.52,7.12,163,170,12.53,High,Yes,Moderate,1
28,Female,10.17,5.22,2.32,5.93,7.6,129,63,13.15,High,Yes,Severe,1
22,Male,8.91,2.36,4.0,5.51,5.53,163,176,10.88,Low,No,Moderate,1
23,Female,10.21,1.74,2.18,2.8,7.16,114,90,11.36,High,No,Moderate,1
28,Male,10.77,2.1,0.76,3.51,5.27,81,180,13.09,Low,Yes,Severe,1
34,Other,11.81,3.61,3.61,3.17,8.36,250,69,14.78,Low,No,Severe,1
22,Female,8.04,2.92,2.32,3.36,6.54,154,26,9.7,High,Yes,Moderate,1
21,Female,9.24,1.1,1.75,4.97,7.12,179,71,10.25,High,No,Moderate,1
29,Male,7.54,1.43,1.54,1.86,6.19,154,99,9.91,High,No,Mild,0
26,Male,10.59,3.18,2.11,3.03,8.53,246,119,13.44,High,Yes,Severe,1
18,Male,11.1,1.85,2.64,5.22,6.64,45,133,13.19,High,No,Moderate,1
26,Other,8.62,4.89,2.2,5.33,7.64,249,76,10.18,Low,Yes,Moderate,1
34,Other,5.73,4.04,1.48,2.47,6.95,226,144,6.41,Medium,Yes,Severe,1
23,Other,10.56,3.08,0.33,3.63,5.44,162,141,13.01,Low,Yes,Severe,1
22,Other,9.17,1.85,0.01,3.84,6.4,157,144,11.55,Medium,No,Severe,1
27,Male,8.49,0.98,0.77,5.61,5.08,124,59,9.69,High,Yes,Severe,1
22,Other,10.83,0.79,3.25,0.59,5.79,228,164,13.41,Medium,Yes,Moderate,1
27,Female,6.13,1.58,3.33,4.96,6.18,175,60,8.84,High,No,Mild,0
23,Male,6.83,3.09,0.33,5.17,4.89,159,49,9.54,Low,No,Mild,0
22,Other,3.61,1.7,3.0,0.98,7.21,165,58,4.63,Low,No,Mild,0
27,Male,5.95,5.61,3.81,1.31,6.39,195,15,8.86,Medium,No,Severe,1
32,Other,11.36,2.72,1.15,4.18,7.93,136,24,13.09,Low,Yes,Severe,1
22,Female,9.48,5.5,0.35,3.51,7.13,100,44,10.2,High,No,Moderate,1
26,Female,4.15,5.98,3.51,4.1,6.2,55,105,6.6,Medium,No,Severe,1
33,Female,5.75,4.44,1.37,2.5,5.91,36,160,6.92,Medium,Yes,Severe,1
34,Other,4.27,2.25,0.04,3.45,7.84,36,35,5.67,High,No,Mild,0
29,Other,10.75,5.43,2.75,2.83,8.81,114,70,11.89,Low,No,Severe,1
22,Female,11.85,4.68,2.25,4.1,7.68,127,15,12.78,Medium,No,Moderate,1
32,Other,8.35,4.3,3.49,3.55,7.51,70,68,10.75,Low,Yes,Moderate,1
35,Female,8.45,2.67,0.36,0.78,8.47,134,125,11.38,Low,Yes,Severe,1
29,Male,5.19,5.96,2.64,0.92,8.24,168,155,6.58,Medium,Yes,Severe,1
25,Other,11.04,2.72,1.75,0.77,8.16,21,81,12.9,Low,Yes,Moderate,1
33,Other,9.94,1.21,1.97,2.03,4.56,40,46,10.66,Medium,No,Moderate,1
21,Other,11.77,4.88,0.11,5.49,6.79,159,109,13.12,High,Yes,Moderate,1
21,Female,10.93,1.88,0.42,2.07,6.33,169,116,12.12,Medium,No,Moderate,1
21,Male,3.25,2.15,0.67,3.66,6.49,224,41,4.89,Low,Yes,Mild,0
21,Other,11.36,5.33,0.76,5.2,8.45,21,159,12.34,High,Yes,Severe,1
21,Male,11.91,1.74,2.81,4.16,7.28,145,46,14.61,Medium,No,Moderate,1
31,Female,6.44,2.09,3.57,0.93,6.25,65,97,8.35,Low,No,Moderate,1
32,Female,8.51,3.1,2.14,4.61,4.64,234,167,10.9,Low,No,Moderate,1
29,Male,11.82,2.86,1.57,3.44,8.75,163,66,14.45,High,No,Moderate,1
27,Other,7.98,1.19,2.69,5.52,5.26,27,76,9.47,Medium,No,Moderate,1
33,Male,6.58,4.58,3.13,2.48,5.13,147,59,7.55,Medium,No,Severe,1
34,Female,11.2,1.53,1.94,3.54,5.7,173,43,14.17,High,No,Severe,1
20,Male,5.55,1.92,0.07,4.83,5.3,70,46,6.42,High,Yes,Mild,0
33,Male,5.38,5.45,1.31,3.6,6.12,173,112,6.68,Medium,Yes,Severe,1
32,Female,9.32,0.63,0.46,3.29,7.14,175,83,10.24,Low,No,Moderate,1
34,Other,8.28,0.82,1.55,2.67,4.56,154,141,11.25,Low,No,Moderate,1
22,Other,8.04,5.69,0.86,5.6,4.64,167,61,9.71,Low,No,Moderate,1
23,Male,10.61,3.22,3.3,4.42,6.3,147,55,11.28,Low,No,Severe,1
29,Male,7.07,1.78,0.49,3.14,5.58,123,73,9.09,High,No,Mild,0
30,Female,4.05,5.21,3.5,1.82,7.75,157,57,4.95,High,Yes,Moderate,1
20,Female,8.28,2.93,1.9,5.71,5.43,33,64,8.85,Medium,No,Severe,1
20,Other,5.89,3.77,2.19,5.68,6.68,98,148,6.76,High,No,Mild,0
35,Female,9.63,5.53,2.73,5.98,4.94,159,77,11.81,Low,Yes,Moderate,1
34,Other,7.22,2.09,0.93,0.98,4.79,23,166,8.98,Low,Yes,Moderate,1
21,Female,6.66,0.85,1.0,5.94,7.01,195,109,8.36,High,Yes,Mild,0
35,Male,9.74,3.83,3.04,3.1,7.06,109,55,11.85,High,Yes,Moderate,1
31,Female,11.1,2.81,2.1,4.85,5.12,192,128,13.4,Low,No,Severe,1
23,Female,8.18,3.68,0.81,5.66,4.8,60,154,10.66,High,Yes,Severe,1
30,Male,7.37,4.64,1.36,4.26,5.29,197,17,9.98,Medium,No,Moderate,1
21,Female,8.34,1.95,2.69,5.17,5.76,150,150,9.28,Low,Yes,Moderate,1
31,Other,7.21,0.67,2.72,4.25,8.12,170,19,7.98,High,No,Mild,0
26,Female,9.67,1.27,0.69,5.33,4.72,166,109,11.51,Low,Yes,Moderate,1
20,Male,7.17,2.06,2.16,4.88,6.77,53,47,7.72,Medium,No,Moderate,1
31,Male,11.97,1.81,2.14,1.96,7.96,61,78,13.36,High,Yes,Moderate,1
27,Male,4.88,4.26,1.57,2.8,6.47,154,89,6.96,Medium,Yes,Moderate,1
29,Male,3.17,2.61,3.11,0.76,8.98,46,97,5.4,Medium,No,Mild,0
23,Male,8.29,5.8,2.43,5.93,7.36,197,139,11.04,Low,No,Moderate,1
21,Female,8.52,5.13,3.48,4.5,8.72,184,35,10.39,High,Yes,Severe,1
32,Female,10.9,5.58,2.05,2.13,7.35,50,132,13.73,Low,Yes,Severe,1
30,Male,10.3,3.56,1.67,2.93,7.93,87,71,11.83,High,Yes,Severe,1
32,Other,5.83,5.57,3.77,5.36,6.81,142,18,6.48,Low,No,Moderate,1
35,Male,11.36,3.57,3.46,2.67,5.25,103,78,12.45,Medium,Yes,Moderate,1
23,Male,4.57,0.9,2.25,0.89,4.61,245,161,7.4,Low,Yes,Mild,0
33,Male,11.34,5.62,0.98,1.32,5.38,76,28,14.09,Low,Yes,Moderate,1
35,Male,9.26,1.4,0.57,0.55,6.25,55,48,10.44,Medium,No,Severe,1
18,Other,6.61,4.9,2.37,3.32,7.82,84,131,8.84,High,Yes,Moderate,1
18,Other,10.78,1.46,1.6,4.39,7.12,231,83,13.52,Low,Yes,Moderate,1
23,Other,9.96,4.71,2.89,5.98,5.1,161,57,12.51,High,No,Moderate,1
28,Other,4.92,3.39,2.79,3.19,5.92,133,83,5.55,High,Yes,Mild,0
26,Other,9.78,0.7,3.72,5.5,6.05,94,65,10.64,Low,No,Severe,1
25,Female,4.06,5.93,2.07,4.68,6.89,65,130,6.08,Medium,No,Severe,1
32,Male,5.14,4.19,2.97,2.0,5.48,245,49,6.22,Medium,Yes,Severe,1
29,Other,4.64,0.68,2.65,5.19,6.98,172,133,5.68,High,Yes,Mild,0
27,Other,6.0,4.75,1.01,4.78,5.76,187,30,7.39,Medium,No,Moderate,1
34,Other,8.5,0.57,1.81,2.58,5.01,50,176,10.73,Medium,No,Moderate,1
28,Other,5.61,0.73,3.25,5.45,8.18,22,55,8.3,Medium,No,Mild,0
23,Other,11.85,0.82,0.03,0.71,7.14,235,37,12.62,High,Yes,Moderate,1
23,Female,10.37,5.37,0.45,5.77,4.52,238,154,12.98,High,No,Moderate,1
21,Male,11.02,1.08,2.01,5.13,6.41,93,29,13.52,Medium,Yes,Severe,1
29,Male,11.3,5.43,1.47,1.72,6.67,166,137,14.18,Low,No,Severe,1
23,Female,11.28,4.59,0.21,3.52,5.4,55,148,12.35,Low,No,Severe,1
26,Female,7.6,1.35,3.59,5.11,4.6,47,89,8.66,Low,Yes,Mild,0
19,Female,8.43,4.5,2.95,3.03,4.7,204,77,8.96,Medium,Yes,Moderate,1
19,Other,7.53,4.97,1.48,5.12,5.42,218,104,9.28,Low,No,Moderate,1
21,Other,9.75,5.66,1.0,1.47,6.94,151,43,11.16,High,No,Severe,1
25,Female,8.1,5.33,0.04,1.73,7.11,187,177,10.05,Low,No,Severe,1
22,Male,7.97,3.16,2.2,4.07,4.95,213,41,9.53,High,Yes,Moderate,1
24,Other,10.7,1.28,0.94,2.11,5.03,41,133,13.7,High,Yes,Severe,1
31,Female,7.48,2.1,0.93,5.05,7.28,161,169,10.23,High,No,Mild,0
35,Female,7.61,2.19,2.62,4.3,6.1,110,97,10.31,Low,Yes,Mild,0
25,Other,8.44,2.34,0.86,5.88,5.38,74,106,11.06,Low,No,Severe,1
33,Male,11.79,0.92,1.07,4.73,8.76,175,62,14.61,High,No,Moderate,1
32,Male,9.97,5.4,0.42,2.5,5.31,186,109,11.22,Medium,No,Severe,1
21,Female,8.13,5.58,3.7,1.95,6.3,197,41,8.93,Low,Yes,Moderate,1
27,Other,9.0,5.49,1.42,4.02,6.96,123,45,11.11,High,No,Moderate,1
29,Female,5.94,1.01,3.44,4.63,6.92,24,64,6.48,High,Yes,Mild,0
33,Other,3.84,5.87,1.85,3.06,8.9,83,175,5.49,Low,Yes,Moderate,1
27,Male,8.75,5.5,3.78,3.01,4.7,70,122,11.3,Medium,Yes,Severe,1
22,Other,8.0,4.62,2.48,3.57,7.93,169,84,10.28,High,No,Severe,1
19,Male,6.55,3.99,1.36,2.28,8.96,171,160,9.08,Medium,Yes,Moderate,1
33,Female,9.23,4.16,2.43,1.06,8.12,46,101,10.22,High,No,Severe,1
25,Other,9.87,2.6,0.88,5.92,8.28,21,22,11.14,Medium,Yes,Moderate,1
27,Other,8.33,1.59,2.04,3.23,6.94,231,82,9.52,High,Yes,Moderate,1
20,Male,7.35,0.78,0.59,1.29,5.0,158,164,8.62,Medium,Yes,Mild,0
18,Other,3.06,4.46,0.85,3.64,5.22,243,44,4.4,Low,No,Severe,1
22,Other,7.56,4.76,2.79,1.06,5.14,28,100,9.54,Low,Yes,Moderate,1
26,Other,9.07,5.42,2.81,1.59,4.53,56,96,10.61,Low,Yes,Moderate,1
21,Female,7.06,1.4,2.92,0.79,8.53,204,97,9.63,Medium,Yes,Mild,0
25,Female,11.1,4.44,2.56,3.47,6.38,47,86,12.98,Low,Yes,Severe,1
29,Other,10.74,2.68,2.31,0.61,4.62,182,170,11.34,High,No,Severe,1
28,Male,6.74,5.35,1.8,5.37,5.55,66,157,7.57,Low,No,Severe,1
18,Male,9.25,3.11,1.23,3.17,7.77,22,103,9.95,Low,No,Severe,1
27,Other,8.12,1.11,1.7,1.15,7.79,40,53,9.94,Low,No,Severe,1
20,Female,11.67,2.67,0.69,1.83,5.11,123,151,13.22,Medium,Yes,Moderate,1
24,Other,10.71,2.2,2.38,1.68,8.62,92,167,13.56,High,Yes,Moderate,1
33,Male,9.97,4.05,2.01,5.97,6.61,148,147,12.25,Low,Yes,Moderate,1
30,Male,10.93,3.61,0.35,5.33,4.73,231,122,11.85,Medium,No,Moderate,1
29,Other,4.56,0.62,0.8,2.82,6.02,144,41,7.04,High,No,Mild,0
24,Other,4.97,4.15,1.15,0.61,8.7,163,19,5.66,Medium,Yes,Severe,1
27,Male,7.46,4.44,3.44,4.72,5.04,65,101,8.62,High,Yes,Severe,1
35,Female,10.04,3.56,1.18,3.02,6.27,65,58,11.95,Low,No,Severe,1
18,Male,7.33,1.36,1.88,2.85,7.18,183,165,9.57,Medium,Yes,Moderate,1
19,Other,5.36,4.88,3.08,0.98,8.5,139,91,7.97,Medium,Yes,Severe,1
19,Male,7.32,0.51,0.17,2.94,5.79,139,77,8.42,Medium,Yes,Moderate,1
18,Other,10.02,0.54,3.37,1.6,5.45,42,148,11.56,High,Yes,Severe,1
20,Other,10.8,4.3,2.48,5.26,6.19,204,114,11.88,Low,Yes,Moderate,1
21,Female,7.51,0.5,1.91,3.95,7.95,152,166,10.43,High,No,Mild,0
20,Female,8.52,4.3,1.11,5.13,6.27,135,37,10.16,High,No,Severe,1
29,Female,9.97,0.6,2.55,5.64,8.69,121,143,12.12,High,Yes,Severe,1
33,Other,11.4,5.9,2.29,4.8,4.76,227,176,12.38,High,No,Severe,1
35,Other,7.15,0.89,3.54,5.41,5.62,67,31,7.94,Medium,Yes,Moderate,1
27,Female,6.5,3.74,0.43,4.97,8.78,141,163,9.05,High,Yes,Mild,0
26,Female,7.72,1.74,0.99,2.56,5.08,190,105,10.06,Medium,Yes,Mild,0
27,Female,5.97,0.65,0.54,1.1,7.74,205,76,8.52,High,No,Mild,0
21,Male,8.03,3.76,2.34,5.56,7.31,26,65,9.52,High,No,Moderate,1
35,Male,10.45,2.88,1.95,5.07,7.01,75,69,11.42,Low,Yes,Moderate,1
25,Other,9.04,3.47,2.03,1.97,5.08,50,99,10.47,Medium,Yes,Moderate,1
34,Female,9.84,2.74,0.57,5.52,4.63,40,177,11.5,High,No,Moderate,1
31,Male,3.8,2.02,3.95,2.2,4.84,120,153,6.02,High,Yes,Mild,0
33,Other,9.11,3.77,2.49,3.63,7.07,177,86,11.76,High,Yes,Moderate,1
34,Female,8.56,3.37,3.41,2.62,5.32,216,162,9.63,High,No,Severe,1
19,Male,7.56,2.78,1.64,4.53,4.64,62,60,9.52,High,No,Mild,0
27,Female,8.31,5.74,1.39,2.56,5.72,141,114,8.96,High,No,Severe,1
25,Other,10.99,4.5,3.07,1.18,7.2,67,26,12.95,High,No,Severe,1
25,Other,11.43,3.21,1.87,1.08,8.34,213,124,14.12,High,Yes,Severe,1
27,Male,11.4,1.18,0.14,1.47,4.63,65,163,12.07,Low,No,Moderate,1
22,Male,9.74,3.96,0.07,2.55,4.66,33,161,12.72,Medium,Yes,Moderate,1
34,Other,7.75,4.4,2.11,2.86,8.09,80,65,9.57,High,No,Moderate,1
32,Other,4.36,5.68,3.88,5.83,7.01,157,42,5.75,Low,Yes,Severe,1
23,Male,7.55,1.04,2.82,0.63,5.45,221,163,10.0,Medium,Yes,Moderate,1
32,Other,9.11,4.47,0.16,3.05,5.69,177,154,11.64,Low,Yes,Moderate,1
34,Male,4.0,5.8,0.39,1.81,7.55,28,42,6.46,Low,No,Severe,1
